firm_id,year,feat_t0_total_notices,feat_t0_reduce_notices,feat_t0_increase_notices,feat_t0_reduce_plan_notices,feat_t0_reduce_progress_notices,feat_t0_dj_notices,feat_t0_large_holder_notices,feat_t0_controller_notices,feat_t0_agreement_notices,feat_t0_pct5_notices,feat_t0_dj_ratio,feat_t0_q4_share,feat_t0_monthly_hhi,feat_t0_mean_quarter_offset,feat_t0_std_quarter_offset,feat_t0_n_reduces,feat_t0_q4_offset_share,fin_dsri_t0,fin_dsri_t1,fin_mscore_t0,fin_mscore_t1,fin_ocf_to_ni_t0,fin_ocf_to_ni_t1,fin_oth_recv_to_ta_t0,fin_oth_recv_to_ta_t1,fin_zscore_t0,fin_dsri_t0_zind,fin_dsri_t1_zind,fin_mscore_t0_zind,fin_mscore_t1_zind,fin_ocf_to_ni_t0_zind,fin_ocf_to_ni_t1_zind,fin_oth_recv_to_ta_t0_zind,fin_oth_recv_to_ta_t1_zind,fin_zscore_t0_zind,fini_current_ratio_t0,fini_quick_ratio_t0,fini_cash_ratio_t0,fini_assets_turn_t0,fini_fa_turn_t0,fini_ca_turn_t0,fini_turn_days_t0,fini_assets_yoy_t0,fini_equity_yoy_t0,fini_bps_yoy_t0,fini_tr_yoy_t0,fini_op_yoy_t0,fini_ebt_yoy_t0,fini_netprofit_yoy_t0,fini_dt_eps_yoy_t0,fini_ocf_yoy_t0,fini_roe_yoy_t0,fini_ocf_to_debt_t0,fini_ocf_to_shortdebt_t0,fini_q_ocf_to_sales_t0,fini_profit_to_gr_t0,fini_profit_to_op_t0,fini_op_of_gr_t0,fini_gc_of_gr_t0,fini_ebit_of_gr_t0,fini_roic_t0,fini_adminexp_of_gr_t0,fini_finaexp_of_gr_t0,fini_expense_of_sales_t0,fini_saleexp_to_gr_t0,fini_roa_t0,fini_roe_t0,fini_npta_t0,fini_eqt_to_debt_t0,fini_assets_to_eqt_t0,fini_debt_to_eqt_t0,fini_eqt_to_talcapital_t0,fini_eqt_to_interestdebt_t0,fini_currentdebt_to_debt_t0,fini_tangibleasset_to_debt_t0,fini_ca_to_assets_t0,fini_tbassets_to_totalassets_t0,fini_current_ratio_t1,fini_quick_ratio_t1,fini_assets_turn_t1,fini_roa_t1,fini_roe_t1,fini_npta_t1,fini_profit_to_gr_t1,fini_op_of_gr_t1,fini_ocf_to_debt_t1,fini_q_ocf_to_sales_t1,fini_debt_to_eqt_t1,fini_assets_to_eqt_t1,fini_current_ratio_t0_zind,fini_quick_ratio_t0_zind,fini_assets_turn_t0_zind,fini_fa_turn_t0_zind,fini_roa_t0_zind,fini_roe_t0_zind,fini_npta_t0_zind,fini_profit_to_gr_t0_zind,fini_op_of_gr_t0_zind,fini_ebit_of_gr_t0_zind,fini_ocf_to_debt_t0_zind,fini_q_ocf_to_sales_t0_zind,fini_ocfps_t0_zind,fini_debt_to_eqt_t0_zind,fini_assets_to_eqt_t0_zind,audit_is_modified,audit_type_code,audit_fee_log,audit_fee_to_assets,audit_firm_change_flag,pld_max_ratio2,pld_n_events,pld_controller_max_ratio1,pld_high_pledge_flag,pld_n_securities_pledgee,pld_n_change_events,ctrl_separation,ctrl_ownership,ctrl_voting,ctrl_separation_p90_flag,ctrl_no_controller_flag,ctrl_state_owned_flag,ctrl_data_missing_flag,rpt_total_amount,rpt_max_pannrsm,rpt_n_high_pannrsm,rpt_total_isgplo,rpt_n_loan,rpt_n_guarantee,rpt_affect_profit_ratio,fraud_v07,fraud_v08_strict,fraud_v08_loose
SYN00000,2011,0.8289961825871033,3.6137461948155867,0.8840731634869234,0.7629006577260584,0.3744455262379728,0.8267385119604972,1.666099896148205,3.796610003585522,0.0,0.0,0.0,0.0,0.011334271450732097,1.0,0.0,1.0,1.0,-2.3020687030463938,530.6146522295186,-1027588088424.9661,-362299154691.1387,5.788487969169829,-3.4692700166025237,0.0,0.036357621954506446,2.147364349333149,0.9548439057536575,0.35973608325880296,-0.8994896790257733,-0.16064326446056493,1.0648988589463615,-1.2460289847232402,1.1172625990502039,-1.5938033996311127,0.0963394887434035,3.782732966472708,4.470356885117727,0.0005,-0.021229105373218538,358.4194858514955,-0.0801,-6056.084008047199,32.87065917737381,46.8363086121064,120.2496216291008,-144.4936,3914.4784887309947,-72132.11374715547,1196.628757851745,-21.73695254053505,4999.798918152205,1727.8653354011815,0.10216540502876913,0.4393727420875586,-130715733.57941201,10974.8619,-580.2282339679537,-10259.426797495636,5242.711618733515,1519.3085377765028,7.031512549807074,0.0654,339.3653181078696,-47.9374,0.0,-12.631609166479969,56.29458026264376,-5.8767428514174265,4.00426465298475,8.093425432648097,15.912333173123496,-102.38935240790846,77909.42699477755,116.43976119672121,7.492916276064332,38.60099197508724,21.632516929246016,4.133405144573682,5.136735052632682,0.8013529089029845,-9.019153299686089,-134.52330503614465,2.7548540513558675,-12782.084236133913,10333.756423503544,0.00521384839468203,-159748594.84319073,-17.850002885963015,8.896221382703953,0.5063270268917972,-1.172804975542452,0.3581445771294431,0.38380470380352816,1.304771520584715,1.1156115307116894,0.7062349018181668,-0.6424401001568761,-0.4388579845484389,1.1088421074179982,-0.6125894539950186,-2.5919226324918925,0.0385660435206049,1.4635207151857046,-0.18642875828995353,0,1,17.07517433166504,0.0,0,0.0,0,7.101544380187988,0,0,5,7.004240036010742,42.872314453125,58.21668243408203,0,0,0,0,14.04159927368164,11.713125228881836,0,0.1362130045890808,7,17,0.12750700116157532,0,0,0
SYN00001,2021,3.865532752655602,0.15550101815263462,2.3359204825200086,2.983392596566417,2.0572553834253955,0.0,0.0,0.23692390589094298,0.09312528664178822,0.17780254998583445,0.4408732226860914,0.41556188306319114,0.04873988536942295,1.0,0.0,1.0,1.0,1.3644308175653603,-1.5407567861731035,1085751693409.438,-2157668988221.1968,26.226797502262205,34.467235201257495,0.0,0.044162172160757726,-0.80564824166186,0.28911196594983185,0.5487555965766346,0.8136143749322444,2.068244206082775,1.1829893437164332,0.029042251899839115,-2.021085539108906,0.97552681023312,-0.9283452222852809,0.003,5.089848125122975,4.115898450545748,0.30327708246094814,-6.6478,1.7878708456380195,256.65753787264197,189.3152053504659,275.5667765036859,80.96910237649864,-144.4936,-17024.579671447194,14690.79581753576,2275.639134282504,-2504.8374048143637,-404.92003539493237,-4309.375906575877,0.797917479054127,1.1401714528666338,-316830691.6137341,2541.1746645462495,8484.60867095145,-6063.0333934935425,4687.892842141893,-3883.3257537479185,154.30623272594434,0.0654,-22.22049548146285,5303.932372331877,0.0,19.230161667584355,114.99150605856647,12.454358833204026,4.026184501282353,0.837,5.007286978030307,103.19088901230874,2263.5443616665634,62.187536572041715,3.1298354873472887,39.213588048850184,119.4698,0.003,4.814126518975044,0.8103514949900726,-4.147544042395681,-433.2304141261251,18.87579432258538,9970.55729547121,9793.666808997235,0.5557337451164335,371875672.2457215,-11.820545278689568,3.9844111571552494,0.25454464063976656,-0.23329237969800504,-0.8870005455714243,-0.5331936515431588,0.3773897096507417,-0.3175871147199559,-0.8395970010273914,-0.4470655185105043,0.9254728274552942,1.1813691652980503,0.1463609224149613,-0.11928464679109824,0.4103220791227892,0.47394040680932437,2.089626250797443,0,1,17.918060302734375,0.0,0,0.0,8,16.194387435913086,0,0,0,5.522939682006836,51.216888427734375,29.30230712890625,0,0,0,0,22.540775299072266,0.0,0,2.8151209354400635,0,0,0.08987265825271606,0,0,0
SYN00002,2019,3.2926386328758546,1.967923539935661,0.0,0.7430144683001503,1.5863327953348598,0.0,0.4002710379535815,0.0,0.1905362112788751,0.0,0.11862578845083979,0.3945380389196784,0.5935709807760248,1.0,0.0,1.0,1.0,-2.3020687030463938,120.29954977278892,-407991011778.94104,33699034195.26884,54.11213350251162,-0.2784516129540744,0.021741487687019848,4.639700613576333e-07,9.714501918657728,-1.568167489121848,0.1749280569539313,0.9090694895170677,-1.4378429593697386,-0.16818051982247376,1.0154481237235038,1.569673844769351,0.3597293733531972,-0.5224153452113312,3.474268225035564,7.4064018850756845,7.357846091600164,0.07206797624186045,116.28026711266332,-0.0801,701.6338883789567,-22.839450178111946,289.7913819601566,282.7784055997356,1154.6369126888765,11209.266156196278,-20804.895310707863,-700.2004356408744,188.65961640429424,-2569.987857604185,-5055.514480400264,0.8501052225228316,0.5229647981885839,-60618326.20141993,-2201.013210381841,8865.756970648965,-2484.861909538377,1716.9133550961171,-652.2353568426616,-272.5369507897014,0.0654,252.6490833380167,1158.3045529736619,0.0,-27.518604665828924,13.486752393098318,-0.9868976155198341,4.593742385158202,0.837,-10.73372071080155,89.0797125666857,-8547.8554,91.96606158047183,4.650998417933621,67.21637036416195,66.50020818405001,3.8424026476447732,0.003,0.5034556734787496,15.26112288758797,-77.0893517236302,-0.41653575442227364,8159.071706134073,14911.8499,0.07558663134147686,167074130.1619962,0.2694735375322084,0.837,-0.5103075197796416,0.18640347782237732,-2.4084230050986126,0.7774685472298478,0.7891520491485325,-1.0446661028162514,-1.2899620095957551,-0.24253738036175895,0.5713015246327116,0.31896325627519556,0.5547709731382794,-0.16802887129426514,0.06910027125995354,1.3562945678742875,1.3763915156147768,0,1,11.860429763793945,0.0,0,6.5775146484375,6,0.0,0,5,0,5.920612812042236,79.7142562866211,26.703947067260742,0,0,0,0,21.43459701538086,7.014579772949219,2,5.615109443664551,0,35,0.0,0,0,0
SYN00003,2016,3.4549932966246626,3.4129632898093374,0.0,0.30313244458353705,0.0,1.7732781638554567,0.0,2.779925939410344,0.0,0.01908396836395052,0.1494839407672448,0.03702466606089183,0.0,1.0,0.0,1.0,1.0,-2.3020687030463938,-1.5407567861731035,-1397085562286.3484,-6536640161.693105,-9.431725994103015,-2.981306662258185,0.030044409620461194,0.03771411217799213,3.7603140984093244,-0.12219397561934393,0.287397907112785,0.6460734094422026,-0.3855043749120497,-2.107032177342605,-2.1854919432740667,0.3701621549792629,-0.7164636963732779,0.0723259998306713,0.003,0.003,6.2054219927467,1.0752040908200575,711.2651568557965,1.4124383044443656,-10443.326534001777,50.673187817454966,340.5519996508127,1039.6717107393363,-144.4936,1257.250202573359,1069.8153262958767,-79.2351625130438,849.549476599451,7872.809063944488,6191.291526875448,-0.2030655345338765,-0.8094395887443628,640080334.4256176,2120.697179387364,-7745.800684836816,-3825.3827329893415,-3524.7008,-3029.6948082093427,-167.0869000923673,0.0654,-434.5849385561543,3877.8059843974593,178.65843481477418,-7.065205161026162,-130.26261943165062,-11.178813500927046,9.912787829797587,12.891932974849778,-12.73108255779562,123.21385772795031,47465.44395024964,68.6579955183559,3.331797829395711,56.33221623361597,66.89463840182164,0.003,0.003,1.0441572516892723,3.061549645555814,-62.840041879065666,0.9111529930994444,-52045.78566336838,-16895.732689839773,0.009325192086528739,201526069.9069029,-2.707000972254381,0.837,0.7488934517976136,-0.6955497387878601,-0.4712674095635253,-0.689722068933435,-0.9280834461803634,0.32086226747531965,-0.07056898899404675,1.268092951991705,0.5165784219728592,1.4774290769648437,1.1129409201283722,0.8146088156777024,0.8374493805331895,0.2601869920323284,-1.719399995474734,0,1,14.72355842590332,0.0,1,7.9734272956848145,2,0.0,0,4,12,14.335196495056152,26.48402976989746,61.27663803100586,0,0,1,0,24.459680557250977,0.0,0,3.533529758453369,3,23,0.1099010556936264,0,0,0
SYN00004,2016,3.517095748007505,0.5202986937773556,0.0,0.9416734710836077,0.0,0.682050790323804,0.0,0.0,0.049500193485086635,0.40800889732488943,0.4675752011071295,0.18379101495181294,0.0,1.0,0.0,1.0,1.0,-1.689663087569698,25.828983986685216,435023905791.2653,1031828969446.6237,28.402818174510653,-37.42535178488028,0.0320005751039231,0.03796747729840739,1.0033973267379228,0.7323477786578684,1.4542140906900838,0.7357213930973042,1.683264325700381,0.6092828082988582,0.341246032117025,1.0637618786105651,-0.2769088879586839,0.037037101937871436,7.950862336904384,1.483796159122277,0.0005,1.003942826817866,235.20425601903216,0.6991350877700204,-4184.912848771467,100.88331731007389,-179.644264200144,140.50363514004724,-144.4936,7610.497345154931,-2744.882426784984,1959.8078399238238,-401.80744796744034,-3795.2043649080174,6726.064513433293,0.15415482129652772,0.49104890371158855,-442147213.21501464,-4745.163218954954,11501.456139458704,1770.6538489277884,-1620.1779426542066,11232.298643941971,59.973008058298845,6043.469390412187,226.59325260505082,2384.546372489099,0.0,-1.4847325385500119,-49.896644155065005,-0.9701839485116066,5.645762341744532,2.7020990440506063,0.42878654882619927,-50.90264512072807,24641.467081709972,82.42629483346047,3.1996806062564485,19.142336128399037,-58.49347847254631,3.760368191425577,0.003,1.0608931578062524,8.607310311281392,-81.94542186774353,-10.293865907011128,-19572.199867199968,14911.8499,-0.2676695747461742,-634618013.9632082,-10.163114923703173,0.837,0.38454499898912897,1.4139735584824449,0.7516099698926166,-1.0207131012055768,-1.082010497784466,-0.32261218520252616,0.031178454211917263,-1.8666650572857728,-1.0854412789161894,1.0436980003338558,-0.7036646240985619,-1.863127174895602,-0.6771208625558334,0.08038734104180985,-0.6577670574435749,0,3,14.792402267456055,0.0,1,0.0,4,27.772859573364258,1,8,0,0.23738586902618408,23.79450225830078,59.071189880371094,0,0,0,0,18.763639450073242,0.0,0,0.0,1,11,0.0013020829064771533,0,0,0
SYN00005,2022,9.390836712523011,2.89065466275089,0.0,2.552257419491967,0.0,0.9375743586192565,2.9045183014989453,0.6768817481789835,0.0,0.05161386688987771,0.0,0.0,0.6698150979295859,1.0,0.0,1.0,1.0,47.74747494922533,6.3534253849323505,454280966209.8234,1172334430593.866,6.105972510022916,-15.065842378805591,0.0,4.639700613576333e-07,7.693465618017621,-1.8534869673905112,1.2098954967564122,-0.26737480042470135,0.4440198722697882,0.5481638369532462,1.1742047407997747,-1.2039386865329111,-1.4809267062848146,-0.08969365574069159,5.614869909997754,4.714117768346869,4.100954477541041,-0.0549,95.83932964087518,2.563373062081363,2484.5735630197264,25.474833315452052,1149.3559628788223,238.3987766493987,763.7965377209244,-6943.235438962193,-8260.340656347487,-1748.4463333486638,2115.506377984448,8346.217796275536,-5193.351658338445,0.2153203171632899,0.9457963185089202,-409105493.9083489,6952.628231052696,-4278.333689775543,1356.6431857355628,-3524.7008,-479.14806470920536,-16.017087503178303,0.0654,406.820146567565,-47.9374,0.0,31.142148228619334,4.693046277068851,6.519375474779698,-0.9944,0.837,15.847649120494202,131.24759602616803,28319.727980573356,69.62214813631799,-0.5014302959226185,65.4785672812611,-43.956392137492465,0.9809255293597794,0.003,0.8183135671835744,-12.959453210922128,188.36792619368444,18.980208220287096,10974.8619,14911.8499,0.862372864072515,654864356.9947561,18.448121082276657,2.010375321988888,0.21306116896537966,0.8974769492069343,-0.34876441742505593,-1.7384078769100846,1.5943931634137027,-0.15414693886240236,-0.3441107529260288,-1.2995209833106955,-0.534672683328374,0.6752747370052797,0.5793857613023145,1.147590062671463,-0.9719752848894149,-0.925084281513729,-0.6608217725878586,0,1,14.426895141601562,0.0,0,6.773085117340088,0,15.8636474609375,0,0,0,2.6062817573547363,13.389152526855469,58.60195541381836,0,0,0,0,19.026405334472656,7.065692901611328,0,2.2555484771728516,4,0,0.0,0,0,0
SYN00006,2011,0.6426328946607345,0.0,0.0,0.8367767680058745,0.0,0.0,1.518145935539139,2.365741457701616,0.05819527358366295,0.23323902847572686,0.0,0.0,0.9579682057464298,1.0,0.0,1.0,1.0,188.54469974628714,129.9488730464206,-1509211735777.1177,198540947610.62408,-1.2854706089266474,-3.337672851946051,0.04868459964960693,4.639700613576333e-07,-8.25028230557499,-1.060743725259082,-2.8293156082343756,-0.9168051062603539,0.5558538622151917,0.30538245540858283,-0.15104269129834097,-0.8199162941804117,-1.0119199074134682,-0.030433064955645888,3.0621622468030965,2.42551234383689,6.195740204698564,0.39889204549755625,-6.6478,0.6830789341672722,2382.6685150032563,199.51925949084773,144.18921730018883,-497.79411514292536,30.14466615922708,-11920.503467902752,23123.16494950664,1078.8605052417215,-1123.6123990089764,3992.726632570117,4686.8668806536925,-0.2812332373892243,0.09660006123563925,-455216173.96515626,-3118.4139937921973,4497.127663376056,4037.841953394065,5078.938816140636,7534.504936579444,120.90189458182974,0.0654,-400.5181627766424,-47.9374,424.56068184713456,16.299999618028526,-5.761170359029248,7.991036793696371,8.049344050737107,10.629174311626254,-0.2585519969454966,260.7497999348834,46074.11500459749,91.08063726236335,4.910759856886223,19.825608346185874,119.4698,7.691030362653789,4.699818209006863,0.5024794660787946,-1.3819513581188279,147.08373003723648,-7.200840788601995,1798.6825508843756,14911.8499,-1.022372875519121,-427576226.3115697,4.163069169772145,0.837,-0.041407120696621856,0.28658568757169806,0.791349225126221,-1.5460070533938801,0.09966875046526179,-0.2881905468676583,1.212236081335771,-1.9234126487568324,0.26866378145186853,-0.9001751964883957,0.19341595973625705,0.810516276307887,-0.630741533619681,0.011782884220356456,-0.07886495836615921,0,1,14.451139450073242,0.0,0,0.08824551105499268,10,17.781124114990234,0,16,4,0.0,37.42049026489258,31.81122589111328,0,0,1,0,20.21302604675293,25.161094665527344,2,8.492328643798828,1,0,0.03446516394615173,0,0,0
SYN00007,2020,0.2792970826230028,0.3541300256453608,1.2492288803928755,0.0,0.4386755592559839,1.4633218067665779,0.0,0.0,0.0,0.03186852293069221,0.0,0.027193349819558524,0.05069564110895074,1.0,0.0,1.0,1.0,-2.3020687030463938,330.29798722700934,223981082133.41217,-496694753459.6478,9.63967944726728,-11.194050904816152,0.0,4.639700613576333e-07,-7.508538157674623,0.8651074894364404,-0.3132600777925917,-0.8568067299338916,0.11306714660798482,0.9687616751337809,0.5430719811524544,0.1440316843010424,-0.5307359397658528,-0.21159778345405875,0.003,0.003,0.5508242667254355,0.15410986707085783,34.677054650735556,1.8863157906340953,-5388.044631174555,-11.515398106565339,-972.9658017099753,-596.4213191003648,685.5572854071136,1955.7897764130269,-45398.71196852293,-1189.7182239507279,195.53539519925835,1855.6125660621017,-633.5333318968777,0.14804187971578414,0.8072885990891356,600411838.299026,2286.202759776262,4450.029653762809,3393.2486188559155,6828.462120711978,-998.1679235517857,-246.29115086932828,1362.9054514148318,34.8049798026586,-47.9374,0.0,-3.8815119230293593,-366.2882023410036,31.07834151054737,1.1868520281626258,11.40650335285091,13.505477372930162,79.19357730944465,-8547.8554,83.45183388739157,12.984942145115571,38.41786464187123,28.82094265659433,3.857148001318821,3.373886693291672,0.44728622393040285,14.540767685648632,16.2828142740535,9.184055004109723,-35171.972198203584,-24224.77953711327,0.5708565799673303,544670150.9258097,5.583296605348236,7.143592313898776,0.42578359613965955,1.7722925983769298,0.14690352465924686,-0.885493189708116,-0.6156147562772414,2.214306564172735,-0.8397779610658447,-1.0741589811158685,-0.6206107951933019,1.71027056657868,-1.6905410899299802,1.236659223582681,0.09848703510746457,0.012893454615568452,-0.05957291999423979,0,1,14.247777938842773,0.0,0,3.139383554458618,4,36.63938522338867,0,0,14,0.0,37.30519485473633,37.39109802246094,0,0,1,0,22.95996856689453,0.0,0,2.438883066177368,0,36,0.005600351840257645,0,0,0
SYN00008,2013,0.0,0.2963221879470521,0.12419289512472681,2.2369640500023817,1.0930916159059763,0.9073396510725101,0.0,0.0,0.0,0.10529949052246573,0.19674276591934142,0.0,0.0,1.0,0.0,1.0,1.0,-2.3020687030463938,465.00903668647413,722318078097.1831,477754127277.92163,2.7033649299949865,27.22679178937639,0.04021967708462787,0.01968439477950809,5.80831055611916,0.26657154521308785,-0.1624837087713632,-1.6140135001989242,0.3255745319928927,-1.149734183273749,-0.6939574454999489,-0.01681529794897527,1.2122597982536658,-1.423297250641752,0.003,3.6105379027706417,2.2280230368958422,1.302778428247474,-6.6478,0.7838443879457604,1229.6671427663096,43.0426861614403,-514.733257398525,755.5699982082865,188.4180060735039,-296.8332902282948,-15436.663999186489,53.05992282289678,-108.5518054304998,1143.2699430530142,1518.7588024924291,0.17618549015523916,-0.17694814233032935,-162645483.1384159,4913.242243625239,-4650.776079483032,5163.77336831982,6137.751025316622,1231.5405407806136,77.13093232508687,0.0654,-372.7165778711033,3501.948328448165,248.54935007694203,24.457853131043834,-76.43010350445347,-6.778263995201272,2.9495263693902882,14.458166506381774,4.705124492722895,66.32029323347574,-4381.538022915039,72.94410378131552,0.8579487440253264,85.4933078331921,-26.19503780669931,7.0862152540580325,5.82876853846347,-0.0549,14.657577770016548,-58.657394502304115,3.0033428994846747,10974.8619,14911.8499,-0.03147618800162644,363469681.1117549,-4.628697835187556,5.812933523890938,0.22658272932336287,-1.4805673605832836,1.2722636080532166,-1.1634005840536297,-0.6138024820689282,-2.2131869457608633,0.309324034219879,-0.8016421009398419,-0.27495101522769316,0.5297477899526151,1.8772231836813171,-0.05207356820946757,-0.21810957180821006,-1.3503080419151006,2.9594117923855174,0,2,17.202688217163086,0.0,1,10.919092178344727,5,0.0,0,0,4,0.8383041024208069,18.824655532836914,37.23191452026367,0,0,0,0,13.971159934997559,0.0,4,0.0,0,0,0.13129140436649323,0,0,0
SYN00009,2011,4.152795821467899,0.0,0.0,1.1673221188348384,0.0,0.0,0.5585302429889379,0.0,0.10637050000359355,0.009610155674635829,0.0,0.2674093038966543,0.07980150093487949,1.0,0.0,1.0,1.0,-2.3020687030463938,91.19034998444559,366662754712.84717,-523941688386.4088,3.610533142266997,-1.5140479783434857,0.015663925126379825,0.02885121460650779,2.323250576193427,0.4065966592800426,-1.7290355151515648,0.23384093665765313,0.7673126739318654,1.9827258119452151,-0.11781923708469859,0.27937044038181674,-0.6310901312236851,-0.5098191124976288,5.1805693715679935,4.154755566807283,0.0005,-0.0549,-6.6478,1.3167782027112076,5587.058140341975,-44.21056879016283,-907.9786739774177,-425.2031688309252,297.45508974686834,-3801.2766404171007,19987.81661141797,-329.59237810665957,-185.96233376057765,-1158.8397479996954,2126.014504964104,0.69972096710808,-0.6413616015716952,-10469934.164122447,1745.2693567859505,2241.0960404236926,-44.98693972917838,-3524.7008,-6515.909984188537,226.84323980353327,0.0654,-314.1340940919192,4258.434939723796,0.0,-6.672473534303624,11.941880430015036,2.0707472363513375,-0.9944,10.492615181566551,5.804579705313011,100.37585443208391,-6073.655985119412,62.13431472156738,2.5368119852751336,95.19143184999783,119.4698,0.035766868707794774,3.5221797174761553,0.20439809709604367,-5.373358486559048,174.75117115716202,-11.402592680138095,-873.7963567015912,14911.8499,-0.005979201697696335,204715097.72157764,7.7490235502844085,19.307719809667468,0.05837074494114843,-0.007631807091112512,-0.2915948813731817,0.3094096831950321,-0.6411923301017818,-0.38356490857332476,0.06713618990679499,-1.5946723297466403,0.4359434293135876,-0.3811237969044878,-1.42112329230428,1.001438694313853,0.701560552410286,-0.5328950936517793,-1.0639874767348525,0,1,15.953306198120117,0.0,0,7.533440589904785,7,0.0,0,0,1,4.248004913330078,30.42708969116211,52.33506774902344,0,0,0,0,22.366928100585938,28.82856559753418,0,1.3812352418899536,0,29,0.04482506960630417,0,0,0
